name	uuid	color	loyalty	mana_cost	text	type	power	toughness
Indestructible Aura	956afaae-89f7-594a-b742-4286f1889f55	['W']		{W}	Prevent all damage that would be dealt to target creature this turn.			
Index	3130a261-4ea7-538f-821c-a3bb98496849	['U']		{U}	Look at the top five cards of your library, then put them back in any order.			
Indigo Faerie	f027af91-cac4-52de-97fd-eca7cf2bc05f	['U']		{1}{U}	"Flying
{U}: Target permanent becomes blue in addition to its other colors until end of turn."		1	1
Indomitable Ancients	967271ab-f55b-5fbd-a81f-ed535b303d7b	['W']		{2}{W}{W}			2	10
Indomitable Archangel	671d0565-f286-5c57-bbc1-d8d46ec27ac8	['W']		{2}{W}{W}	"Flying
Metalcraft — Artifacts you control have shroud as long as you control three or more artifacts. (An artifact with shroud can't be the target of spells or abilities.)"		4	4
Indomitable Creativity	661eea93-3104-5d85-b4ef-0646f3992adf	['R']		{X}{R}{R}{R}	Destroy X target artifacts and/or creatures. For each permanent destroyed this way, its controller reveals cards from the top of their library until an artifact or creature card is revealed and exiles that card. Those players put the exiled cards onto the battlefield, then shuffle their libraries.			
Indomitable Will	fecf0e22-b6ac-507c-a905-6c1d4a4f8ae8	['W']		{1}{W}	"Flash
Enchant creature
Enchanted creature gets +1/+2."			
Indrik Stomphowler	0aa45de2-1a53-5b16-b85d-734f305e37b9	['G']		{4}{G}	When Indrik Stomphowler enters the battlefield, destroy target artifact or enchantment.		4	4
Indrik Umbra	aa6e4505-2030-5627-b3d9-9c714cbe668c	['G', 'W']		{4}{G}{W}	"Enchant creature
Enchanted creature gets +4/+4 and has first strike, and all creatures able to block it do so.
Totem armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)"			
Induce Despair	776bb007-6af3-5214-8f0e-62a7509dc4f1	['B']		{2}{B}	"As an additional cost to cast this spell, reveal a creature card from your hand.
Target creature gets -X/-X until end of turn, where X is the revealed card's converted mana cost."			
Induce Paranoia	978eb4ec-c2ba-599e-a603-411885562794	['U']		{2}{U}{U}	Counter target spell. If {B} was spent to cast Induce Paranoia, that spell's controller puts the top X cards of their library into their graveyard, where X is the spell's converted mana cost.			
Induced Amnesia	fab9a5ec-ac1f-57c4-8532-d2514cc80e7b	['U']		{2}{U}	"When Induced Amnesia enters the battlefield, target player exiles all cards from their hand face down, then draws that many cards.
When Induced Amnesia is put into a graveyard from the battlefield, return the exiled cards to their owner's hand."			
Indulgent Aristocrat	3c3b0ad4-7823-5241-b998-9b01156aac07	['B']		{B}	"Lifelink
{2}, Sacrifice a creature: Put a +1/+1 counter on each Vampire you control."		1	1
Indulgent Tormentor	bb7a2d79-3ac8-538f-9131-c6fccf4c227e	['B']		{3}{B}{B}	"Flying
At the beginning of your upkeep, draw a card unless target opponent sacrifices a creature or pays 3 life."		5	3
Ineffable Blessing	fe15fc56-1366-55d4-b789-de26cd091366	['G']		{1}{G}	"As Ineffable Blessing enters the battlefield, choose Flavorful or Bland.
• Flavorful — Whenever a creature with flavor text enters the battlefield under your control, draw a card.
• Bland — Whenever a creature without flavor text enters the battlefield under your control, draw a card."			
Ineffable Blessing (b)	99183b67-84c1-5f95-afb7-017efd785beb	['G']		{1}{G}	"As Ineffable Blessing enters the battlefield, choose an artist.
Whenever a creature with art by the chosen artist enters the battlefield under your control, draw a card."			
Ineffable Blessing (c)	c1554893-0a8d-5a17-846c-98cd8a2eb032	['G']		{1}{G}	"As Ineffable Blessing enters the battlefield, choose white-bordered or silver-bordered.
Whenever a creature with the chosen border enters the battlefield under your control, draw a card."			
Ineffable Blessing (d)	bd491b47-9598-5e3a-88f3-f60e5c98b2c6	['G']		{1}{G}	"As Ineffable Blessing enters the battlefield, choose a rarity.
Whenever a creature with the chosen rarity enters the battlefield under your control, draw a card."			
Ineffable Blessing (e)	a3baf2be-d836-5469-a5a5-87f8291fb194	['G']		{1}{G}	"As Ineffable Blessing enters the battlefield, choose odd or even.
Whenever a creature with a collector number of the chosen value enters the battlefield under your control, draw a card."			
Ineffable Blessing (f)	b2822538-476a-571a-8d12-41c903ee652d	['G']		{1}{G}	"As Ineffable Blessing enters the battlefield, choose a number.
Whenever a creature with exactly the chosen number of words in its name enters the battlefield under your control, draw a card. (Hyphenated words are one word.)"			
Inertia Bubble	d9e2ce16-3ce9-5506-8e49-77f234413459	['U']		{1}{U}	"Enchant artifact
Enchanted artifact doesn't untap during its controller's untap step."			
Inescapable Blaze	5209703d-53e7-52a2-a7c9-f0346c100c5c	['R']		{4}{R}{R}	"This spell can't be countered.
Inescapable Blaze deals 6 damage to any target."			
Inescapable Brute	7501e98b-af4c-5cf9-86e2-ebe2915a09ff	['R']		{5}{R}	"Wither (This deals damage to creatures in the form of -1/-1 counters.)
Inescapable Brute must be blocked if able."		3	3
Inexorable Blob	b6f6620c-2eaf-55b7-9fd9-4caf93e3e05e	['G']		{2}{G}	Delirium — Whenever Inexorable Blob attacks, if there are four or more card types among cards in your graveyard, create a 3/3 green Ooze creature token that's tapped and attacking.		3	3
Inexorable Tide	76949606-6614-5e0e-854d-e7d89f6766a7	['U']		{3}{U}{U}	Whenever you cast a spell, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)			
Infantry Veteran	991b75b2-b0b6-5365-9b87-e7a4c9f49765	['W']		{W}	{T}: Target attacking creature gets +1/+1 until end of turn.		1	1
Infected Vermin	f406a864-71d8-52f6-853d-2bd57a8a2c8b	['B']		{2}{B}	"{2}{B}: Infected Vermin deals 1 damage to each creature and each player.
Threshold — {3}{B}: Infected Vermin deals 3 damage to each creature and each player. Activate this ability only if seven or more cards are in your graveyard."		1	1
Infectious Bloodlust	5d308c60-e4c5-5f1a-9550-932dc5cbca8c	['R']		{1}{R}	"Enchant creature
Enchanted creature gets +2/+1, has haste, and attacks each combat if able.
When enchanted creature dies, you may search your library for a card named Infectious Bloodlust, reveal it, put it into your hand, then shuffle your library."			
Infectious Curse	4b0ff1b2-b957-564a-97bd-ac7065da982c	['B']			"Enchant player
Spells you cast that target enchanted player cost {1} less to cast.
At the beginning of enchanted player's upkeep, that player loses 1 life and you gain 1 life."			
Infectious Horror	4fd4fee6-c63e-518b-b72d-9d41f8910659	['B']		{3}{B}	Whenever Infectious Horror attacks, each opponent loses 2 life.		2	2
Infectious Host	2f172375-bf96-5768-8d7f-6f1cfe136506	['B']		{2}{B}	When Infectious Host dies, target player loses 2 life.		1	1
Infectious Rage	a5bcfa3d-4a94-5fa4-bb78-a5f034003daf	['R']		{1}{R}	"Enchant creature
Enchanted creature gets +2/-1.
When enchanted creature dies, choose a creature at random Infectious Rage can enchant. Return Infectious Rage to the battlefield attached to that creature."			
Infernal Caretaker	99e6b27b-a9c3-58db-b925-fcfcb750803e	['B']		{3}{B}	"Morph {3}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
When Infernal Caretaker is turned face up, return all Zombie cards from all graveyards to their owners' hands."		2	2
Infernal Contract	8135f09d-d69a-5b9c-8c9e-8fd8d3ce0184	['B']		{B}{B}{B}	Draw four cards. You lose half your life, rounded up.			
Infernal Darkness	a555f9aa-34e8-56c6-9e63-3254f548a282	['B']		{2}{B}{B}	"Cumulative upkeep—Pay {B} and 1 life. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
If a land is tapped for mana, it produces {B} instead of any other type."			
Infernal Denizen	330dbe7b-b015-54b8-8e32-59991877ff11	['B']		{7}{B}	"At the beginning of your upkeep, sacrifice two Swamps. If you can't, tap Infernal Denizen, and an opponent may gain control of a creature you control of their choice for as long as Infernal Denizen remains on the battlefield.
{T}: Gain control of target creature for as long as Infernal Denizen remains on the battlefield."		5	7
Infernal Genesis	3e70f892-342a-51b7-bf10-6e236d660895	['B']		{4}{B}{B}	At the beginning of each player's upkeep, that player puts the top card of their library into their graveyard. Then they create X 1/1 black Minion creature tokens, where X is that card's converted mana cost.			
Infernal Harvest	e924fb12-0f31-579a-b501-b5ec55b068c0	['B']		{1}{B}	"As an additional cost to cast this spell, return X Swamps you control to their owner's hand.
Infernal Harvest deals X damage divided as you choose among any number of target creatures."			
Infernal Kirin	50543c44-82e6-5b45-80ae-e69124e7c56a	['B']		{2}{B}{B}	"Flying
Whenever you cast a Spirit or Arcane spell, target player reveals their hand and discards all cards with that spell's converted mana cost."		3	3
Infernal Medusa	a55a3877-ddd1-5134-ab6a-28c233b75bcb	['B']		{3}{B}{B}	"Whenever Infernal Medusa blocks a creature, destroy that creature at end of combat.
Whenever Infernal Medusa becomes blocked by a non-Wall creature, destroy that creature at end of combat."		2	4
Infernal Offering	36c0dc71-0756-5270-8f2f-992a8a7c815a	['B']		{4}{B}	"Choose an opponent. You and that player each sacrifice a creature. Each player who sacrificed a creature this way draws two cards.
Choose an opponent. Return a creature card from your graveyard to the battlefield, then that player returns a creature card from their graveyard to the battlefield."			
Infernal Plunge	c4a55452-25a9-5f85-bcc2-8f16da151777	['R']		{R}	"As an additional cost to cast this spell, sacrifice a creature.
Add {R}{R}{R}."			
Infernal Reckoning	171a4a15-5a94-5f19-861f-558223f889be	['B']		{B}	Exile target colorless creature. You gain life equal to its power.			
Infernal Scarring	9ecdad01-5bed-5be2-8410-313a019829e5	['B']		{1}{B}	"Enchant creature
Enchanted creature gets +2/+0 and has ""When this creature dies, draw a card."""			
Infernal Spawn of Evil	01380061-bd0a-5651-b4ab-0ae438098406	['B']		{6}{B}{B}{B}	"Flying, first strike
{1}{B}, Reveal Infernal Spawn of Evil from your hand, Say ""It's coming"": Infernal Spawn of Evil deals 1 damage to target opponent or planeswalker. Activate this ability only during your upkeep and only once each turn."		7	7
Infernal Spawn of Infernal Spawn of Evil	3a2e15d4-431c-5118-8d46-3893c2b7e896	['B']		{8}{B}{B}	"Flying, first strike, trample
Once each turn, while you're searching your library, you may pay {1}{B}, reveal Infernal Spawn of Infernal Spawn of Evil from your library and say ""I'm coming, too"" If you do, Infernal Spawn of Infernal Spawn of Evil deals 2 damage to a player of your choice."		8	8
Infernal Tribute	fb2492e0-0d5a-5df6-bf25-8e1aff4ad335	['B']		{B}{B}{B}	{2}, Sacrifice a nontoken permanent: Draw a card.			
Infernal Tutor	c0d77538-cd32-5cc3-9f2d-a99cf4bc5577	['B']		{1}{B}	"Reveal a card from your hand. Search your library for a card with the same name as that card, reveal it, put it into your hand, then shuffle your library.
Hellbent — If you have no cards in hand, instead search your library for a card, put it into your hand, then shuffle your library."			
Inferno	6c8dcbb0-b9cd-5eeb-845f-64ece36a449f	['R']		{5}{R}{R}	Inferno deals 6 damage to each creature and each player.			
Inferno Elemental	bc704599-2080-5429-b76c-ce4ffdb738e1	['R']		{4}{R}{R}	Whenever Inferno Elemental blocks or becomes blocked by a creature, Inferno Elemental deals 3 damage to that creature.		4	4
Inferno Fist	be603818-d77f-5e99-bd6e-57352d875139	['R']		{1}{R}	"Enchant creature you control
Enchanted creature gets +2/+0.
{R}, Sacrifice Inferno Fist: Inferno Fist deals 2 damage to any target."			
Inferno Hellion	0ddb4f0d-f8c5-54d6-b5b1-981f39d2359b	['R']		{3}{R}	"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
At the beginning of each end step, if Inferno Hellion attacked or blocked this turn, its owner shuffles it into their library."		7	3
Inferno Jet	3b5998f7-5963-5d35-af51-8993e2f1e1df	['R']		{5}{R}	"Inferno Jet deals 6 damage to target opponent or planeswalker.
Cycling {2} ({2}, Discard this card: Draw a card.)"			
Inferno Titan	403492c1-e8c4-5d21-861a-60487aee1c6f	['R']		{4}{R}{R}	"{R}: Inferno Titan gets +1/+0 until end of turn.
Whenever Inferno Titan enters the battlefield or attacks, it deals 3 damage divided as you choose among one, two, or three targets."		6	6
Inferno Trap	0496d405-368b-5c4d-b53f-000a8b7a390e	['R']		{3}{R}	"If you've been dealt damage by two or more creatures this turn, you may pay {R} rather than pay this spell's mana cost.
Inferno Trap deals 4 damage to target creature."			
Infest	96f7a69f-7101-54f3-ab3d-13bf05577b2c	['B']		{1}{B}{B}	All creatures get -2/-2 until end of turn.			
Infested Roothold	d74ed4c2-57c2-5d8d-8053-086e8d9c6c73	['G']		{4}{G}	"Defender (This creature can't attack.)
Protection from artifacts
Whenever an opponent casts an artifact spell, you may create a 1/1 green Insect creature token."		0	3
Infiltrate	69cf58f7-06ab-5cf7-9651-576c7eb9e95c	['U']		{U}	Target creature can't be blocked this turn.			
Infiltration Lens	a8d2be58-562c-553a-860c-8d801ab22192			{1}	"Whenever equipped creature becomes blocked by a creature, you may draw two cards.
Equip {1}"			
Infiltrator il-Kor	32c5a3e1-5626-5008-b2f0-aa26a0d7c31c	['U']		{4}{U}	"Shadow (This creature can block or be blocked by only creatures with shadow.)
Suspend 2—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with two time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)"		3	1
Infiltrator's Magemark	fec504ad-4eb9-5c62-9fd3-0441adbb7833	['U']		{2}{U}	"Enchant creature
Creatures you control that are enchanted get +1/+1 and can't be blocked except by creatures with defender."			
Infinite Authority	014f9d9c-c028-52cd-84eb-e4c3c5467904	['W']		{W}{W}{W}	"Enchant creature
Whenever enchanted creature blocks or becomes blocked by a creature with toughness 3 or less, destroy the other creature at end of combat. At the beginning of the next end step, if that creature was destroyed this way, put a +1/+1 counter on the first creature."			
Infinite Hourglass	91e1a3f7-a93c-5c36-93d6-80b3dcfb118e			{4}	"At the beginning of your upkeep, put a time counter on Infinite Hourglass.
All creatures get +1/+0 for each time counter on Infinite Hourglass.
{3}: Remove a time counter from Infinite Hourglass. Any player may activate this ability but only during any upkeep step."			
